Title,Abstract,Authors,Authors text,Broad Topic,Citation,Created,Doi,Editor,Files,First Author,Grant,Journal/Book,Last edited time,Link,Narrow topic,Nickname,Notes,PMID,Parent topics,Project Tasks,Publication date,Related articles,Senior Author,Start and Completion dates (estimate),Status,Team Members,Topics,Type,Year,🚀 Projects (old)
Fixational eye movement waveforms in amblyopia: Characteristics of fast and slow eye movements,"Fixational eye movements comprise of fast microsaccades alternating with slow inter-saccadic drifts. These physiologic eye movements play an important role in visual perception. Amblyopic patients are known to have fixation instability, particularly of the amblyopic eye. We examined eye movement abnormalities that contribute to this instability. We found that fixation stability is affected by the presence of fusion maldevelopment nystagmus (FMN). However, some amblyopes can have nystagmus without nasally directed slow phases and reversal in direction of the quick phase on ocular occlusion, features seen in FMN. In patients without nystagmus, we found increased amplitude of fixational saccades and inter-saccadic drifts. We categorized amblyopia patients by type (anisometropic, strabismic, or mixed) and eye movement waveform (no nystagmus, nystagmus without FMN, and FMN). We found specific fast and slow eye movement abnormalities of the fellow and amblyopic eye during fellow, amblyopic and both eyes viewing conditions across eye movement waveforms and types of amblyopia. These eye movement abnormalities can serve as biomarkers that can predict the impact of amblyopia as measured by visual acuity and stereopsis. Evaluation of fixational eye movements in amblyopia could be important to diagnose these common eye diseases and predict treatment effectiveness.","Kang, Sarah Linda (https://www.notion.so/Kang-Sarah-Linda-d0dfb761d10644678393f386e390e500?pvs=21), Beylergil, Sinem B (https://www.notion.so/Beylergil-Sinem-B-35ac1e2f3c8e4708b787677cbb494098?pvs=21), Shaikh, Aasef G (https://www.notion.so/Shaikh-Aasef-G-222ee231c59347b595169eb1d634a819?pvs=21), Ghasia, Fatema F (https://www.notion.so/Ghasia-Fatema-F-204d9ba792184b0e9dca1f0739831162?pvs=21)","Kang, Beylergil, Shaikh, Ghasia",Diagnosis,"Journal of Eye Movement Research, 12(6)","February 27, 2021 8:41 AM",https://doi.org/10.16910/jemr.12.6.9,,,"Kang, Sarah Linda (https://www.notion.so/Kang-Sarah-Linda-d0dfb761d10644678393f386e390e500?pvs=21)",,JEMR,"April 22, 2021 2:16 PM",https://bop.unibe.ch/JEMR/article/view/4335-Kang_et_al.,,,,,https://www.notion.so/e62515c7db9d4b699311e625070c2c7b,,"July 5, 2019",,"Ghasia, Fatema F (https://www.notion.so/Ghasia-Fatema-F-204d9ba792184b0e9dca1f0739831162?pvs=21)",,Published🎉,,FEMs (https://www.notion.so/FEMs-fe36c28ce4764d968b63a11202d226a6?pvs=21),Research article,2019,
Pupil tracker using iris cross correlation as training or maximization signal,,,,Measuring eye movements,,"March 3, 2021 4:49 PM",,,,,,,"April 16, 2021 9:18 PM",,Eye tracking,,,,,,,,,,🧠Brainstorming,,,,,
Zee: 6th nerve palsy and OKN and posture sway,,,,,,"March 11, 2021 9:59 AM",,,,,,,"April 16, 2021 9:30 PM",,,,,,,,,,,,🧠Brainstorming,,,,,
VOR adaptation to spectacles,,,,,,"March 11, 2021 8:57 PM",,,,,,,"April 16, 2021 9:27 PM",,VOR adaptation,,,,,,,"Bhansali 1993 (https://www.notion.so/Bhansali-1993-e23581a4cc2c45ba9611310dd08047de?pvs=21), Gibson 1954 (https://www.notion.so/Gibson-1954-7a3016ddef084a51a1aae643573148ec?pvs=21), Rinaudo 2019 (https://www.notion.so/Rinaudo-2019-a9b85f9de5fe4dd994d38d4abd25a8cf?pvs=21), Visual-vestibular interaction in humans during active and passive, vertical head movement. - PsycNET (https://www.notion.so/Visual-vestibular-interaction-in-humans-during-active-and-passive-vertical-head-movement-PsycNET-2472ebf8b8504193aa43de0fa6fd3d63?pvs=21), Frontiers | A Tool to Quantify the Functional Impact of Oscillopsia | Neurology (https://www.notion.so/Frontiers-A-Tool-to-Quantify-the-Functional-Impact-of-Oscillopsia-Neurology-27e14b72fd724e79bd2d6567e11fba0c?pvs=21), Simultaneous and opposing horizontal VOR adaptation in humans suggests functionally independent neural circuits | Journal of Neurophysiology (https://www.notion.so/Simultaneous-and-opposing-horizontal-VOR-adaptation-in-humans-suggests-functionally-independent-neur-4295beaebc7b4cf2b75a650fdf1d86c1?pvs=21), Shelhamer 2002 (https://www.notion.so/Shelhamer-2002-648419e259cd4e138cbbfd5f2e11f65a?pvs=21), Quality of retinal image stabilization during small natural and artificial body rotations in man - ScienceDirect (https://www.notion.so/Quality-of-retinal-image-stabilization-during-small-natural-and-artificial-body-rotations-in-man-S-ff29916bb39c481c869a21cc4aa51640?pvs=21), OSCILLOPSIA AND RETINAL SLIP | Brain | Oxford Academic (https://www.notion.so/OSCILLOPSIA-AND-RETINAL-SLIP-Brain-Oxford-Academic-be2ac5bad06347118e9787343a606123?pvs=21)",,,🧠Brainstorming,,,,,
Torsion methods review,,"Winnick, Ariel (https://www.notion.so/Winnick-Ariel-2a0caa2cf53246008e05ff0e438bf927?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)","Winnick, Otero-Millan",Measuring eye movements,,"March 29, 2021 4:55 PM",,,,"Winnick, Ariel (https://www.notion.so/Winnick-Ariel-2a0caa2cf53246008e05ff0e438bf927?pvs=21)",,,"August 17, 2023 4:51 PM",,,,,,https://www.notion.so/e62515c7db9d4b699311e625070c2c7b,,,"Simonsz 1985 (https://www.notion.so/Simonsz-1985-d96d098e85b6430e96b73185b5101368?pvs=21), Relationship between Static Ocular Counterroll and Bielschowsky Head Tilt Phenomenon (https://www.notion.so/Relationship-between-Static-Ocular-Counterroll-and-Bielschowsky-Head-Tilt-Phenomenon-6745829f13fb461a8e923376b80d6c41?pvs=21), Design Considerations for a Real-Time Ocular Counterroll Instrument (https://www.notion.so/Design-Considerations-for-a-Real-Time-Ocular-Counterroll-Instrument-971bb08ebb824b73a42a40048b2c960d?pvs=21), Human ocular counterroll: assessment of static and dynamic properties from electromagnetic scleral coil recordings (https://www.notion.so/Human-ocular-counterroll-assessment-of-static-and-dynamic-properties-from-electromagnetic-scleral-c-878b9c768d5d44d08d71ea12a3404643?pvs=21), Video-oculographic measurement of 3-dimensional eye rotations (https://www.notion.so/Video-oculographic-measurement-of-3-dimensional-eye-rotations-834ecd1edc9a4e56b1cfd6a0e009ac08?pvs=21), Ocular counter-rolling during active head tilting in humans (https://www.notion.so/Ocular-counter-rolling-during-active-head-tilting-in-humans-b8cb6cb23ce04135ba8a4af03949417f?pvs=21), VTM — an image-processing system for measuring ocular torsion (https://www.notion.so/VTM-an-image-processing-system-for-measuring-ocular-torsion-c67bfe200494441f8bfc585db8eb1a74?pvs=21), Measuring Three Dimensions of Eye Movement in Dynamic Situations by Means of Videooculography (https://www.notion.so/Measuring-Three-Dimensions-of-Eye-Movement-in-Dynamic-Situations-by-Means-of-Videooculography-5014818792c64e1da5d001980e1f8c1f?pvs=21), Real time binocular detection of horizontal vertical and torsional eye movements by an infra red video-eye tracker (https://www.notion.so/Real-time-binocular-detection-of-horizontal-vertical-and-torsional-eye-movements-by-an-infra-red-vid-ae4284bc9d0d44ae830fccfc2bde0c56?pvs=21), Determination of ocular torsion by means of automatic pattern recognition (https://www.notion.so/Determination-of-ocular-torsion-by-means-of-automatic-pattern-recognition-d5f35a97efb1492eb074ea1facfd8ede?pvs=21), Deformable model of the human iris for measuring ocular torsion from video images (https://www.notion.so/Deformable-model-of-the-human-iris-for-measuring-ocular-torsion-from-video-images-d54896c791754333a8f19aa11aacedf2?pvs=21), Maxwell 1999 (https://www.notion.so/Maxwell-1999-993e707e86ed47258369e165e29c28fc?pvs=21), Human otolith–ocular reflexes during off-vertical axis rotation: effect of frequency on tilt–translation ambiguity and motion sickness (https://www.notion.so/Human-otolith-ocular-reflexes-during-off-vertical-axis-rotation-effect-of-frequency-on-tilt-transla-2d1e3e3bef3d427bbf623ef3bed9444e?pvs=21), Using high frame rate CMOS sensors for three-dimensional eye tracking (https://www.notion.so/Using-high-frame-rate-CMOS-sensors-for-three-dimensional-eye-tracking-0bd3e3fb19804a9f9bc1d0a60a43fb2e?pvs=21), Diagnosis of vestibular imbalance in the blink of an eye (https://www.notion.so/Diagnosis-of-vestibular-imbalance-in-the-blink-of-an-eye-1a3f41ba85c94351aa969e8ad5ca98ae?pvs=21), Robust and real-time torsional eye position calculation using a template-matching technique (https://www.notion.so/Robust-and-real-time-torsional-eye-position-calculation-using-a-template-matching-technique-d74a3c0987a0430ca698b06927c9fd0c?pvs=21), Functional assessment of head–eye coordination during vehicle operation (https://www.notion.so/Functional-assessment-of-head-eye-coordination-during-vehicle-operation-aabf6defb83d4982b3d47a494ea19ded?pvs=21), Low-latency video tracking of horizontal, vertical, and torsional eye movements as a basis for 3dof realtime motion control of a head-mounted camera (https://www.notion.so/Low-latency-video-tracking-of-horizontal-vertical-and-torsional-eye-movements-as-a-basis-for-3dof--e076be103e7642cf812dedba0ff6e692?pvs=21), A new method for accurate and fast measurement of 3D eye movements (https://www.notion.so/A-new-method-for-accurate-and-fast-measurement-of-3D-eye-movements-47d46a90c1394339934e94a9ce4c7f4b?pvs=21), Robust measurement of ocular torsion using iterative Lucas–Kanade (https://www.notion.so/Robust-measurement-of-ocular-torsion-using-iterative-Lucas-Kanade-475efee88594463db4a0d168532cf961?pvs=21), Analyzing head roll and eye torsion by means of offline image processing (https://www.notion.so/Analyzing-head-roll-and-eye-torsion-by-means-of-offline-image-processing-e7f03827fcc54381ab710c2075f9278f?pvs=21), A torsional eye movement calculation algorithm for low contrast images in video-oculography (https://www.notion.so/A-torsional-eye-movement-calculation-algorithm-for-low-contrast-images-in-video-oculography-bf3c55241e884ebea3bcc6dd1aa1d0a7?pvs=21), Measuring torsional eye movements by tracking stable iris features (https://www.notion.so/Measuring-torsional-eye-movements-by-tracking-stable-iris-features-9542b88d383344c997a26333130d0f79?pvs=21), Dual-camera acquisition for accurate measurement of three-dimensional eye movements (https://www.notion.so/Dual-camera-acquisition-for-accurate-measurement-of-three-dimensional-eye-movements-ad485c54e1d84083a14e4282667d2a6d?pvs=21), Determination of Eye Torsion by Videooculography Including Cornea Optics (https://www.notion.so/Determination-of-Eye-Torsion-by-Videooculography-Including-Cornea-Optics-05495b7417754dfaaf35e4a07d3456c6?pvs=21), Handbuch der physiologischen Optik (transl. in English by JPC Southhall as Treatise on Physiological Optics) (https://www.notion.so/Handbuch-der-physiologischen-Optik-transl-in-English-by-JPC-Southhall-as-Treatise-on-Physiological-28def4238c004cd0845ddbd4f66442af?pvs=21), Die optokinetische Auslösung von Augenrollung und rotatorischem Nystagmus (https://www.notion.so/Die-optokinetische-Ausl-sung-von-Augenrollung-und-rotatorischem-Nystagmus-a28ff6022555482b8e09f9a61317d735?pvs=21), The measurement of eye torsion (https://www.notion.so/The-measurement-of-eye-torsion-c9fcc0ae4035495ca5641cf273d49048?pvs=21), Heterotopia of the Blind Spot in Ocular Vertical Muscle Imbalance (https://www.notion.so/Heterotopia-of-the-Blind-Spot-in-Ocular-Vertical-Muscle-Imbalance-35b66ca9605346dda620c177a9b6052e?pvs=21), Measurement of ocular countertorsion reflex with fundoscopic camera in normal subjects and in patients with inner ear lesions (https://www.notion.so/Measurement-of-ocular-countertorsion-reflex-with-fundoscopic-camera-in-normal-subjects-and-in-patien-891c85ed5f8244e78a0766be91b5a5a3?pvs=21), Clinical assessment of ocular torsion (https://www.notion.so/Clinical-assessment-of-ocular-torsion-5dacfc769a554f698bafb1f5e592af9b?pvs=21), Human ocular torsional position before and after unilateral vestibular neurectomy (https://www.notion.so/Human-ocular-torsional-position-before-and-after-unilateral-vestibular-neurectomy-b773a114dc244650978cb7b9db062ed8?pvs=21), Ocular torsion quantification with video images (https://www.notion.so/Ocular-torsion-quantification-with-video-images-0979a252d0c640f7ab859d925276be0c?pvs=21), Measurement of Subjective and Objective Cyclodeviation in Oblique Eye Muscle Disorders (https://www.notion.so/Measurement-of-Subjective-and-Objective-Cyclodeviation-in-Oblique-Eye-Muscle-Disorders-f3934740a59e4916bbdf1c12f42d4f76?pvs=21), Scanning laser ophthalmoscope fundus cyclometry in near-natural viewing conditions (https://www.notion.so/Scanning-laser-ophthalmoscope-fundus-cyclometry-in-near-natural-viewing-conditions-7ad743e23aef4449bd1add4a2a6dddbf?pvs=21), Blind spot heterotopia by automated static perimetry to assess static ocular torsion: centro-cecal axis rotation in normals (https://www.notion.so/Blind-spot-heterotopia-by-automated-static-perimetry-to-assess-static-ocular-torsion-centro-cecal-a-ccdc64249e024c7887c6d23a836b2c6b?pvs=21), A new device to assess static ocular torsion (https://www.notion.so/A-new-device-to-assess-static-ocular-torsion-b148b5282a8e425cad502d832b1d0888?pvs=21), A New Device to Quantify Ocular Counterroll Using Retinal Afterimages (https://www.notion.so/A-New-Device-to-Quantify-Ocular-Counterroll-Using-Retinal-Afterimages-cad427d5a38344958218f95594cf79f5?pvs=21), Harden & Dulley 1974 (https://www.notion.so/Harden-Dulley-1974-ea2f737b15224510aea83613a0b1bcf0?pvs=21), Nesaratnam et al 2017 (https://www.notion.so/Nesaratnam-et-al-2017-f5dacba157b740ef91934bab2018f909?pvs=21), Awedin 2013 (https://www.notion.so/Awedin-2013-a6dd9d6d5bc34cb08712ab493029b371?pvs=21)",,,✋On hold,,"Eye tracking (https://www.notion.so/Eye-tracking-4be05eee214f43779ec0b220e6990df3?pvs=21), Torsion (https://www.notion.so/Torsion-349efb631fa94f8381104b32760d2079?pvs=21)",,,
Noise in estimating retinal slip vs horizontal and vertical,,,,,,"April 1, 2021 10:07 AM",,,,,,,"April 1, 2021 10:07 AM",,,,,,,,,,,,🧠Brainstorming,,,,,
Acute angle expansion and E-effect?,,,,,,"April 5, 2021 5:15 PM",,,,,,,"April 16, 2021 9:22 PM",,SVV mechanisms,,,,,,,,,,🧠Brainstorming,,,,,
Effect of head tilt on microsaccades,,,,,,"April 16, 2021 2:41 PM",,,,"Reeves, Stephanie (https://www.notion.so/Reeves-Stephanie-b7264776178f4767bb23e149d2fc3f19?pvs=21)",,,"August 20, 2021 1:58 PM",,Head tilt eye movements,,,,,,,,,"April 1, 2022 → December 31, 2022",↗Next up,,,,,
Project planning,,,,,,"April 23, 2021 8:04 PM",,,,,,,"October 21, 2021 3:00 PM",,,,,,,,,,,,🧠Brainstorming,,,,,
Head Orientation Influences Saccade Directions during Free Viewing,"When looking around a visual scene, humans make saccadic eye movements to fixate objects of interest. While the extraocular muscles can execute saccades in any direction, not all saccade directions are equally likely: saccades in horizontal and vertical directions are most prevalent. Here, we asked whether head orientation plays a role in determining saccade direction biases. Study participants (n = 14) viewed natural scenes and abstract fractals (radially symmetric patterns) through a virtual reality headset equipped with eye tracking. Participants’ heads were stabilized and tilted at −30°, 0°, or 30° while viewing the images, which could also be tilted by −30°, 0°, and 30° relative to the head. To determine whether the biases in saccade direction changed with head tilt, we calculated polar histograms of saccade directions and cross-correlated pairs of histograms to find the angular displacement resulting in the maximum correlation. During free viewing of fractals, saccade biases largely followed the orientation of the head with an average displacement value of 24° when comparing head upright to head tilt in world-referenced coordinates (t(13) = 17.63, p < 0.001). There was a systematic offset of 2.6° in saccade directions, likely reflecting ocular counter roll (OCR; t(13) = 3.13, p = 0.008). When participants viewed an Earth upright natural scene during head tilt, we found that the orientation of the head still influenced saccade directions (t(13) = 3.7, p = 0.001). These results suggest that nonvisual information about head orientation, such as that acquired by vestibular sensors, likely plays a role in saccade generation.","Reeves, Stephanie (https://www.notion.so/Reeves-Stephanie-b7264776178f4767bb23e149d2fc3f19?pvs=21), Rodriguez, Raul (https://www.notion.so/Rodriguez-Raul-bc9ea701bc9249b786f52b32ef1aa0e3?pvs=21), Cooper, Emily (https://www.notion.so/Cooper-Emily-4bca3548c3dc485bae2f8e760bf944b6?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)","Reeves, Rodriguez, Cooper, Otero-Millan","Ocular motor control, Vision while moving","eNeuro 9 November 2022, 9 (6)","April 23, 2021 8:09 PM",10.1523/ENEURO.0273-22.2022,"Schopik, David (https://www.notion.so/Schopik-David-f9f9ce416bd342c2964f4c4c9218fa92?pvs=21)",,"Reeves, Stephanie (https://www.notion.so/Reeves-Stephanie-b7264776178f4767bb23e149d2fc3f19?pvs=21)",,eNeuro,"December 9, 2024 6:13 PM",https://www.eneuro.org/content/9/6/ENEURO.0273-22.2022.abstract,Head tilt eye movements,SaccadeDirectionsHeadTilt,,,https://www.notion.so/e62515c7db9d4b699311e625070c2c7b,"Write up (https://www.notion.so/Write-up-f57188724fa240889f333160d76aa53f?pvs=21), Analysis (https://www.notion.so/Analysis-cdcbe48628db40788978f256b0b7f2c4?pvs=21), Pilot (https://www.notion.so/Pilot-6020a13015eb46abb8c51e03ee748a31?pvs=21), Data collection (https://www.notion.so/Data-collection-19597771644c4ee6b94756b69a840a5d?pvs=21)","November 9, 2022","Foulsham 2011 (https://www.notion.so/Foulsham-2011-5f42c46ecc914f60841211a8f07eac54?pvs=21), Foulsham 2010 (https://www.notion.so/Foulsham-2010-6969cec575d148a29d5d275c8c4dcf48?pvs=21), Davidenko 2018 (https://www.notion.so/Davidenko-2018-4b5c22ff3c8342ca9f036cc1aa01ee3f?pvs=21), Bischof 2020 (https://www.notion.so/Bischof-2020-a8dcb936011643cb85ac6a604edc2b9f?pvs=21), Anderson 2020 (https://www.notion.so/Anderson-2020-ea6b556fe5d943e0864024cbe46eccd1?pvs=21), Foulsham 2008 (https://www.notion.so/Foulsham-2008-b73ba70129884532a1ca00ba0635e50a?pvs=21), Davidenko 2018b (https://www.notion.so/Davidenko-2018b-60181d6852a94e3b88b8a89001a3813f?pvs=21), Barnett-Cowan 2008 (https://www.notion.so/Barnett-Cowan-2008-82651d03f42542ec85ae88a4471a9a10?pvs=21), Morgan 2015 (https://www.notion.so/Morgan-2015-655810344894431bb8c0737403853022?pvs=21), Otero-Millan 2013 (https://www.notion.so/Otero-Millan-2013-95993e6eb9ea493ab9bbf6c98367c8a1?pvs=21), Costela 2019 (https://www.notion.so/Costela-2019-f9c67e09aea34cb3ad22f41051c232e3?pvs=21), Costela 2015 (https://www.notion.so/Costela-2015-674b8356936146b19d29190ceaa93382?pvs=21), Binocular co-ordination of human vertical saccadic eye movements  (https://www.notion.so/Binocular-co-ordination-of-human-vertical-saccadic-eye-movements-7b9eb9bb5ead4a66a42c82fb932db8e8?pvs=21), Sparks 2002 (https://www.notion.so/Sparks-2002-252966e9f83d43cb95bdee3028ee8bcc?pvs=21), Micro and regular saccades across the lifespan during a visual search of “Where’s Waldo” puzzles (https://www.notion.so/Micro-and-regular-saccades-across-the-lifespan-during-a-visual-search-of-Where-s-Waldo-puzzles-69abbfda010d4015a2a8abccedfeeb05?pvs=21), Do infants have the horizontal bias? (https://www.notion.so/Do-infants-have-the-horizontal-bias-10f40e559fbb4b56bf8ea18c5350cc62?pvs=21), The curvature of oblique saccades  (https://www.notion.so/The-curvature-of-oblique-saccades-924c2a5a4f9c4e2096b4955c2e12572d?pvs=21), Binocular co‐ordination of human horizontal saccadic eye movements. Collewijn - 1988 (https://www.notion.so/Binocular-co-ordination-of-human-horizontal-saccadic-eye-movements-Collewijn-1988-ff73035a06be4ac6b9a0738254e65022?pvs=21), Collewijn 1988 (https://www.notion.so/Collewijn-1988-a18a848e3d004047bf5e1645efa10325?pvs=21), The time course of vertical, horizontal and oblique saccade trajectories: Evidence for greater distractor interference during vertical saccades (https://www.notion.so/The-time-course-of-vertical-horizontal-and-oblique-saccade-trajectories-Evidence-for-greater-distr-343b2baf48934fbca5f91e523fec0812?pvs=21), Becker & Jurgens, 1990 (https://www.notion.so/Becker-Jurgens-1990-3839465dd3a2424dbb0dc58c4ae4b477?pvs=21), Abed 1991 (https://www.notion.so/Abed-1991-6f6eba923fc1437f9499a78fc06eba10?pvs=21), Interactions between eye movement systems in cats and humans (https://www.notion.so/Interactions-between-eye-movement-systems-in-cats-and-humans-5925018d51c24c8f8e95d4d453cae650?pvs=21), Miki 2013 (https://www.notion.so/Miki-2013-0444550d752449939b3bee18cc97d14a?pvs=21), Kapoula 2014 (https://www.notion.so/Kapoula-2014-0252539a5c7e4c6f88409718b085321a?pvs=21), Wood 2013 (https://www.notion.so/Wood-2013-589589d4f79f413f99aba3f8f829c020?pvs=21), Haslwanter 1995 (https://www.notion.so/Haslwanter-1995-44797eb60e6d43ada278bb0eb5829bf9?pvs=21), Lim et al. 2016 (https://www.notion.so/Lim-et-al-2016-804fc81c5bab4c7c80aeef17fb94c6e2?pvs=21), Mikellidou et al. 2016 (https://www.notion.so/Mikellidou-et-al-2016-edaa555ebab94f50b09ff03198e7861f?pvs=21), Nguyen et al. 2017 (https://www.notion.so/Nguyen-et-al-2017-3f95d3594c184fbbabb8c177bfc4f6a4?pvs=21), Otero-Millan & Kheradmand, 2016 (https://www.notion.so/Otero-Millan-Kheradmand-2016-24af0ec0144c42e39ad231fd912ba72f?pvs=21), Klier et al., 2005 (https://www.notion.so/Klier-et-al-2005-6ce2748b27824a6eb399a15c3fe00990?pvs=21), Tatler 2009 (https://www.notion.so/Tatler-2009-ae98b6d0595f43d9b2d5fc905ac97a23?pvs=21), Lappi, 2016 (https://www.notion.so/Lappi-2016-21854dfc7fbe4657baaa37a8e05f1672?pvs=21), Gramann, 2009 (https://www.notion.so/Gramann-2009-2b7cb2ee479048b0be2fc1bcde6375d1?pvs=21), Ba & Odobez (https://www.notion.so/Ba-Odobez-6a62912fcd284914bea82d361b5a1a84?pvs=21), Billen 2021 (https://www.notion.so/Billen-2021-865eb7c8221a4d298c098628c303657b?pvs=21), Gilchrist & Harvey 2006 (https://www.notion.so/Gilchrist-Harvey-2006-27eaf9866d524d4d9667c97c0488234b?pvs=21), Rolfs 2022 (https://www.notion.so/Rolfs-2022-4baaa6f1f7064de7b55957858953c064?pvs=21), Girard & Berthoz 2005 (https://www.notion.so/Girard-Berthoz-2005-7ccf22eeb3574f89a859340ae2b42f5a?pvs=21), Crawford 2011 (https://www.notion.so/Crawford-2011-448335df64cf44919df3a78cb713d3bb?pvs=21), Li 2003 (https://www.notion.so/Li-2003-45033de102174e8f855314a0f9151d55?pvs=21), Keil & Cristóbal, 2000 (https://www.notion.so/Keil-Crist-bal-2000-2fade3271fbc400a987b8e25eeee2cd9?pvs=21), Samonds 2018 (https://www.notion.so/Samonds-2018-96093f150f4b4ea8a154ae78e4e9065f?pvs=21), Girshick 2011 (https://www.notion.so/Girshick-2011-a1174d6564df425abfa24c84b3147889?pvs=21), Andersen 1985 (https://www.notion.so/Andersen-1985-40c3e9d896f04571be4218e7dc96ca4d?pvs=21), Pouget 2002 (https://www.notion.so/Pouget-2002-037da1b603014573b056ede6ae286c28?pvs=21), Crawford 2003 (https://www.notion.so/Crawford-2003-1ab0244c12cf4c3bac1da7715bd7e220?pvs=21)","Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)","January 1, 2021 → November 30, 2021",Published🎉,,Saccades (https://www.notion.so/Saccades-26697e7c489d41e388fdc495afebcb31?pvs=21),Research article,2022,
